,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_missing,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_missing,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_missing,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
4549,38,2,29,6,1,1,3304.0,1338,1966.0,0.615,5178,79,0.756,0.405,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4550,42,1,35,2,1,3,2873.0,2517,356.0,0.803,4897,71,1.088,0.876,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4551,40,2,36,5,1,4,14544.0,0,14544.0,0.768,4064,92,0.769,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4552,27,1,15,5,3,2,2166.0,890,1276.0,1.024,3563,70,0.892,0.411,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4553,45,5,33,2,2,3,1438.3,0,1438.3,0.739,5346,84,0.787,0.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4554,46,2,31,6,1,2,1852.0,1428,424.0,0.795,4486,61,0.848,0.771,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4555,43,1,25,4,3,3,1783.0,1014,769.0,0.956,3861,81,0.558,0.569,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4556,55,1,36,2,1,2,3705.0,1355,2350.0,0.742,16089,119,0.725,0.366,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4557,39,4,26,6,2,0,4534.0,917,3617.0,0.84,4211,66,0.61,0.202,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4558,40,4,24,3,3,2,8014.0,1402,6612.0,0.873,1596,34,0.789,0.175,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4559,43,3,29,1,2,6,11422.0,1095,10327.0,0.773,2439,45,0.8,0.096,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4560,42,2,26,6,2,3,20803.0,1747,19056.0,0.311,4012,60,0.429,0.084,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4561,38,2,28,3,3,4,11209.0,1165,10044.0,0.966,4614,96,0.714,0.104,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4562,51,3,35,6,1,1,2141.0,1176,965.0,0.746,4317,64,0.778,0.549,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4563,52,1,42,1,5,3,1471.0,0,1471.0,0.624,2253,48,0.455,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4564,46,3,34,5,3,2,5155.0,868,4287.0,0.882,3535,57,1.111,0.168,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4565,58,1,53,1,3,3,15928.0,1527,14401.0,0.838,14678,125,0.712,0.096,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4566,39,2,36,6,2,4,7901.0,1184,6717.0,0.863,3667,66,0.784,0.15,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4567,43,1,37,6,3,3,2733.0,1819,914.0,0.767,933,25,0.923,0.666,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4568,54,2,48,1,3,2,1517.0,556,961.0,0.622,4981,82,0.864,0.367,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4569,45,2,40,6,4,3,7037.0,0,7037.0,0.583,4099,71,0.69,0.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4570,50,2,39,3,2,1,1773.0,0,1773.0,0.228,1764,30,0.111,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4571,46,3,36,5,1,1,3210.0,2081,1129.0,0.615,3962,62,0.938,0.648,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4572,32,2,24,5,3,1,1553.0,1177,376.0,0.638,4549,68,0.659,0.758,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4573,51,2,42,3,2,3,15987.0,193,15794.0,0.435,2021,46,0.394,0.012,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4574,60,0,55,4,3,2,7469.0,2517,4952.0,0.656,16328,124,0.771,0.337,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
4575,45,5,38,3,4,4,7560.0,788,6772.0,1.193,4296,68,0.7,0.104,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4576,46,5,36,5,3,0,3562.0,0,3562.0,0.753,4198,77,0.75,0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4577,34,2,27,3,1,4,31313.0,2152,29161.0,0.679,2555,62,0.676,0.069,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4578,52,1,34,3,3,3,4189.0,2066,2123.0,0.686,4661,85,0.735,0.493,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4579,37,0,25,4,3,2,2061.0,1483,578.0,1.362,2400,60,0.622,0.72,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4580,38,2,28,2,1,1,4468.0,2395,2073.0,0.706,4690,79,0.756,0.536,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4581,40,4,29,3,3,2,12544.0,1636,10908.0,0.503,1758,51,0.457,0.13,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4582,28,0,36,3,4,2,3524.0,1306,2218.0,0.8,4252,78,0.814,0.371,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4583,49,3,45,3,0,4,23870.0,0,23870.0,0.604,1885,39,0.345,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4584,49,4,45,5,3,2,9431.0,1785,7646.0,0.603,14261,99,0.65,0.189,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4585,40,3,32,5,1,3,2046.0,1694,352.0,0.853,3432,49,0.96,0.828,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4586,49,4,33,5,5,3,16435.0,0,16435.0,0.676,1721,56,0.514,0.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4587,38,2,36,5,1,2,7756.0,1670,6086.0,0.78,1858,51,0.545,0.215,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4588,38,1,25,3,3,1,2580.0,2265,315.0,0.824,1665,57,0.629,0.878,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4589,52,3,46,4,2,3,15011.0,2517,12494.0,0.713,1821,36,0.385,0.168,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4590,57,0,45,4,3,3,3023.0,2517,506.0,0.646,2477,42,0.615,0.833,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4591,44,3,36,6,2,3,2675.0,0,2675.0,0.7,4149,79,0.717,0.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4592,47,2,37,1,2,2,21714.0,1969,19745.0,0.944,13270,104,0.625,0.091,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4593,45,3,34,1,2,3,26438.0,1655,24783.0,0.92,8029,81,0.723,0.063,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4594,43,3,37,2,3,3,3461.0,1767,1694.0,0.829,13179,122,0.694,0.511,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4595,36,3,31,6,1,1,5228.0,1443,3785.0,0.934,2683,62,0.938,0.276,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4596,48,2,37,4,2,3,11750.0,487,11263.0,0.772,2532,48,0.548,0.041,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4597,42,4,36,1,1,2,6128.0,2239,3889.0,0.768,13505,116,0.681,0.365,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4598,32,0,16,2,3,2,21551.0,0,21551.0,0.536,14950,94,0.843,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4599,44,4,39,2,2,3,9682.0,1727,7955.0,0.88,14991,95,0.9,0.178,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4600,47,1,36,4,3,2,19063.0,1714,17349.0,0.786,1270,21,0.615,0.09,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4601,40,3,36,3,3,4,2313.0,0,2313.0,0.673,2249,42,0.312,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4602,34,3,36,3,6,1,7440.0,704,6736.0,0.551,2251,63,0.537,0.095,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4603,52,1,36,3,3,3,2340.0,1101,1239.0,0.766,4501,68,0.7,0.471,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4604,38,3,20,1,3,3,10486.0,1544,8942.0,0.716,4042,77,0.925,0.147,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4605,42,3,35,4,5,0,6218.0,2134,4084.0,1.25,2086,50,0.786,0.343,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4606,52,1,40,2,1,2,4705.0,890,3815.0,0.723,8226,97,0.644,0.189,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4607,50,1,41,6,2,2,15641.0,2379,13262.0,0.816,3769,76,0.617,0.152,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4608,44,4,36,4,3,3,2658.0,1884,774.0,0.627,4779,83,0.93,0.709,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4609,52,1,44,6,1,2,34516.0,0,34516.0,1.03,2848,56,0.75,0.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4610,49,2,44,2,2,3,12518.0,1722,10796.0,0.891,14276,96,0.778,0.138,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4611,59,1,48,4,3,2,14257.0,1113,13144.0,0.406,1809,23,0.278,0.078,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4612,28,0,16,5,1,3,3665.0,0,3665.0,0.737,1813,31,0.409,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4613,56,2,51,1,3,1,1466.0,723,743.0,0.793,5110,86,0.593,0.493,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4614,37,3,32,6,2,2,2253.0,1667,586.0,0.884,1641,45,0.667,0.74,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4615,46,4,36,4,3,4,2286.0,0,2286.0,1.057,2798,40,0.481,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4616,42,1,35,4,3,3,3241.0,0,3241.0,0.442,2152,43,0.303,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4617,56,4,51,5,1,1,3334.0,1272,2062.0,1.12,4284,73,0.587,0.382,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4618,59,1,51,6,2,4,8973.0,1300,7673.0,0.568,4699,72,0.714,0.145,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4619,52,2,45,5,1,4,24287.0,1676,22611.0,0.506,5495,69,0.816,0.069,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4620,43,5,36,3,5,1,7411.0,1341,6070.0,0.799,4278,80,0.633,0.181,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4621,51,3,36,3,3,3,8960.0,2222,6738.0,0.382,1853,40,0.333,0.248,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4622,53,1,36,4,1,2,2043.0,1590,453.0,0.618,4940,68,0.619,0.778,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4623,34,2,21,6,1,3,5015.0,1671,3344.0,0.689,3161,77,0.878,0.333,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4624,48,4,40,6,2,2,4438.0,2472,1966.0,0.69,1725,60,0.622,0.557,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4625,47,3,35,2,3,1,14131.0,1333,12798.0,0.767,12779,103,0.689,0.094,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4626,45,5,29,5,3,1,2555.0,681,1874.0,0.576,4888,78,0.814,0.267,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4627,65,0,56,4,2,4,12609.0,2517,10092.0,0.833,2121,49,0.531,0.2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4628,34,2,18,4,1,3,2730.0,0,2730.0,0.648,4530,72,0.714,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4629,40,3,31,5,6,1,1811.0,821,990.0,0.773,4290,73,0.78,0.453,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4630,46,2,36,3,3,4,2283.0,1020,1263.0,0.944,3687,68,1.125,0.447,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4631,44,5,36,3,3,6,6538.0,0,6538.0,0.556,2132,33,0.571,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4632,66,0,54,3,4,2,3171.0,2179,992.0,1.224,1946,38,1.923,0.687,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4633,43,1,31,4,3,1,2283.0,1470,813.0,0.935,5100,76,0.689,0.644,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4634,52,3,36,6,4,2,3143.0,2268,875.0,0.801,4417,84,0.68,0.722,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4635,43,3,38,3,5,1,23459.0,2305,21154.0,0.636,7279,83,0.627,0.098,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4636,43,4,34,2,3,1,3195.0,1954,1241.0,0.971,1285,29,0.706,0.612,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4637,46,2,34,1,3,2,24431.0,892,23539.0,0.417,3457,66,0.571,0.037,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
4638,37,2,29,3,3,2,1808.0,1009,799.0,0.796,1744,35,0.944,0.558,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4639,58,0,45,3,1,3,3421.0,2517,904.0,0.992,992,21,0.4,0.736,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4640,57,1,52,5,1,2,7882.0,1101,6781.0,0.682,14651,120,0.6,0.14,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4641,38,2,25,1,1,1,11474.0,0,11474.0,0.628,13041,98,0.661,0.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4642,45,3,34,6,1,3,2647.0,1288,1359.0,0.765,4730,78,0.857,0.487,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4643,43,4,35,3,3,2,4177.0,2094,2083.0,0.466,3553,66,0.65,0.501,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4644,47,3,38,5,2,2,1585.0,1304,281.0,0.727,4656,80,0.6,0.823,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4645,42,4,38,2,2,2,13426.0,0,13426.0,0.717,4674,66,0.886,0.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4646,47,2,36,4,2,2,1738.0,0,1738.0,1.124,2572,62,0.938,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4647,56,2,49,3,3,2,3681.0,0,3681.0,0.693,13222,112,0.931,0.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4648,38,3,27,2,4,1,34516.0,0,34516.0,0.919,13781,106,0.797,0.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4649,40,2,36,3,2,4,34516.0,1686,32830.0,0.562,3146,66,0.65,0.049,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4650,47,4,36,3,1,3,14241.0,2081,12160.0,0.909,1581,44,0.833,0.146,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4651,49,4,34,3,1,3,2560.0,1430,1130.0,0.766,4783,86,0.792,0.559,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4652,30,0,36,1,1,1,2367.0,1220,1147.0,1.04,5568,90,0.957,0.515,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4653,51,1,42,4,2,2,2431.0,0,2431.0,0.886,3323,65,1.097,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4654,45,3,36,6,1,3,12810.0,0,12810.0,1.363,3174,74,1.114,0.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4655,49,3,36,6,2,3,8514.0,2013,6501.0,0.664,4098,74,0.542,0.236,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4656,51,1,38,2,3,3,28605.0,0,28605.0,1.054,5524,67,0.718,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4657,42,3,32,2,1,3,7537.0,1239,6298.0,0.854,7613,90,0.579,0.164,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4658,40,2,27,6,2,3,12283.0,0,12283.0,0.413,1993,41,0.323,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4659,47,3,36,5,4,3,1896.0,1119,777.0,0.671,4028,76,0.767,0.59,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4660,45,3,33,6,3,2,12587.0,815,11772.0,0.576,3914,83,0.766,0.065,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4661,46,4,33,6,2,2,21548.0,1180,20368.0,0.52,1582,38,0.652,0.055,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4662,57,3,50,3,2,3,4522.0,1861,2661.0,0.957,1806,38,0.727,0.412,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4663,49,3,42,5,3,2,12630.0,1822,10808.0,0.947,4084,66,0.571,0.144,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4664,37,1,26,6,3,1,8058.0,1176,6882.0,1.164,2774,52,0.625,0.146,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4665,39,3,30,5,3,3,10009.0,1604,8405.0,0.449,4347,75,0.786,0.16,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4666,48,3,38,6,1,3,4025.0,0,4025.0,0.887,4445,92,0.673,0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4667,50,2,37,6,3,2,18085.0,747,17338.0,0.681,4583,76,0.52,0.041,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4668,35,2,29,5,1,2,3300.0,1731,1569.0,0.689,1745,27,0.929,0.525,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
4669,32,0,14,1,1,3,4015.0,0,4015.0,1.045,8363,65,0.806,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4670,60,1,53,5,5,3,2903.0,1251,1652.0,0.879,4555,76,0.727,0.431,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4671,37,2,27,5,1,2,2868.0,1434,1434.0,0.777,2909,64,0.488,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4672,50,2,37,4,1,2,4743.0,1687,3056.0,0.957,3739,55,0.618,0.356,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4673,43,3,26,3,2,2,2867.0,0,2867.0,0.703,2646,41,0.464,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4674,55,3,43,6,3,4,1844.0,0,1844.0,0.729,4564,82,0.608,0.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4675,53,1,41,6,3,2,1612.0,744,868.0,0.636,1564,33,0.5,0.462,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4676,46,3,33,3,1,3,34516.0,713,33803.0,0.772,7750,82,0.608,0.021,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4677,42,2,23,4,2,3,1443.0,0,1443.0,0.529,2092,38,0.31,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4678,58,2,46,6,2,2,2395.0,1345,1050.0,0.811,4983,84,0.867,0.562,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4679,49,3,32,3,2,2,18584.0,2517,16067.0,0.703,1330,34,1.125,0.135,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4680,49,3,36,5,3,4,1438.3,0,1438.3,0.929,4205,88,0.66,0.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4681,59,2,50,6,3,2,2701.0,1572,1129.0,0.475,1469,36,0.5,0.582,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4682,43,3,27,1,2,2,3541.0,1042,2499.0,0.774,14511,123,0.708,0.294,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4683,58,2,53,5,3,1,7712.0,962,6750.0,0.418,1574,34,0.062,0.125,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4684,54,3,36,6,1,2,4928.0,1805,3123.0,0.641,4767,90,0.698,0.366,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4685,31,0,36,4,3,2,3312.0,2491,821.0,0.62,2670,50,0.667,0.752,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4686,46,3,31,2,2,2,21161.0,1198,19963.0,0.783,13119,104,0.625,0.057,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4687,54,2,45,3,1,4,5597.0,0,5597.0,0.596,4844,58,0.871,0.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4688,60,0,55,5,1,3,1438.3,738,700.3,0.782,1226,33,0.571,0.513,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4689,60,0,46,6,2,1,1781.0,1551,230.0,0.722,3527,66,0.61,0.871,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4690,48,4,36,2,3,2,22917.0,0,22917.0,0.574,2045,45,0.5,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4691,40,2,36,3,2,3,6033.0,0,6033.0,0.834,4505,74,0.721,0.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4692,44,4,33,3,2,2,4606.0,1556,3050.0,0.676,4363,78,0.66,0.338,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4693,29,1,14,5,3,2,14853.0,0,14853.0,1.025,1800,41,0.519,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4694,45,3,35,3,3,3,2745.0,2463,282.0,0.643,2466,39,0.345,0.897,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
